OID_,Clips_DEM_Large_S3_Regm8b,X,Y,DEM_Large_S3_Band_1,MeanCurv_Band_1,Slope_Band_1,SlopeStd_Band_1
1578,-13,-5.174697611150473,20.297454487536481,-13.2823744,-1.5751482,7.1420784,2.3746290
1579,-13,-5.167240971150473,20.297454487536481,-13.2820396,-1.4850591,7.5208521,2.3607979
1580,-13,-5.159784331150473,20.297454487536481,-13.2816267,-1.3773948,7.8946743,2.3168745
1581,-13,-5.152327691150473,20.297454487536481,-13.2811441,-1.2605299,8.2416401,2.2475810
1582,-13,-5.144871051150472,20.297454487536481,-13.2806034,-1.1467096,8.5473614,2.1609950
1583,-13,-5.137414411150472,20.297454487536481,-13.2800159,-1.0489693,8.8112764,2.0667393
1584,-13,-5.129957771150472,20.297454487536481,-13.2793875,-0.9647438,9.0366955,1.9747397
1585,-13,-5.122501131150472,20.297454487536481,-13.2787285,-0.8917445,9.2312050,1.8939406
1586,-13,-5.115044491150472,20.297454487536481,-13.2780418,-0.8274675,9.4006491,1.8314087
1587,-13,-5.107587851150472,20.297454487536481,-13.2773342,-0.7737344,9.5503082,1.7916970
1588,-13,-5.100131211150472,20.297454487536481,-13.2766094,-0.7316170,9.6871443,1.7771086
1589,-13,-5.092674571150472,20.297454487536481,-13.2758713,-0.7109355,9.8233280,1.7881796
1590,-13,-5.085217931150472,20.297454487536481,-13.2751217,-0.7167008,9.9755201,1.8241774
1591,-13,-5.077761291150472,20.297454487536481,-13.2743578,-0.7555571,10.1653547,1.8831966
1592,-13,-5.070304651150472,20.297454487536481,-13.2735748,-0.8134784,10.4138670,1.9619256
1593,-13,-5.062848011150472,20.297454487536481,-13.2727642,-0.8728451,10.7292156,2.0554183
1594,-13,-5.055391371150472,20.297454487536481,-13.2719173,-0.9256688,11.1016731,2.1567147
1595,-13,-5.047934731150472,20.297454487536481,-13.2710285,-0.9773208,11.5289125,2.2575648
1596,-13,-5.040478091150472,20.297454487536481,-13.2700911,-1.0261457,12.0069523,2.3494563
1597,-13,-5.033021451150472,20.297454487536481,-13.2690983,-1.0670393,12.5260773,2.4243987
1598,-13,-5.025564811150472,20.297454487536481,-13.2680464,-1.0981448,13.0784283,2.4762440
1599,-13,-5.018108171150472,20.297454487536481,-13.2669296,-1.1162565,13.6524639,2.5018039
1600,-13,-5.010651531150472,20.297454487536481,-13.2657471,-1.1185691,14.2331133,2.5002413
1601,-13,-5.003194891150473,20.297454487536481,-13.2644978,-1.0982144,14.8058176,2.4725559
1602,-13,-4.995738251150473,20.297454487536481,-13.2631845,-1.0523579,15.3524637,2.4222472
1603,-13,-4.988281611150473,20.297454487536481,-13.2618132,-0.9902160,15.8503771,2.3553462
1604,-13,-4.980824971150473,20.297454487536481,-13.2603931,-0.9219342,16.2975998,2.2795253
1605,-13,-4.973368331150473,20.297454487536481,-13.2589331,-0.8441305,16.6904278,2.2029715
1606,-13,-4.965911691150473,20.297454487536481,-13.2574434,-0.7564010,17.0205460,2.1333778
1607,-13,-4.958455051150473,20.297454487536481,-13.2559366,-0.6664198,17.2879486,2.0767491
1608,-13,-4.950998411150473,20.297454487536481,-13.2544260,-0.5829546,17.5002441,2.0363245
1609,-13,-4.943541771150473,20.297454487536481,-13.2529221,-0.5047469,17.6651249,2.0123858
1610,-13,-4.936085131150473,20.297454487536481,-13.2514372,-0.4339697,17.7877655,2.0030754
1611,-13,-4.928628491150473,20.297454487536481,-13.2499828,-0.3718416,17.8713932,2.0052407
1612,-13,-4.921171851150473,20.297454487536481,-13.2485685,-0.3273852,17.9220085,2.0147898
1613,-13,-4.913715211150473,20.297454487536481,-13.2472029,-0.3006429,17.9482727,2.0275176
1614,-13,-4.906258571150473,20.297454487536481,-13.2458906,-0.2918520,17.9537106,2.0403576
1615,-13,-4.898801931150473,20.297454487536481,-13.2446384,-0.2971775,17.9366245,2.0519094
1616,-13,-4.891345291150473,20.297454487536481,-13.2434473,-0.3216706,17.8979473,2.0620942
1617,-13,-4.883888651150473,20.297454487536481,-13.2423191,-0.3606461,17.8378620,2.0715973
1618,-13,-4.876432011150473,20.297454487536481,-13.2412500,-0.4045061,17.7501907,2.0816224
1619,-13,-4.868975371150473,20.297454487536481,-13.2402391,-0.4468628,17.6235523,2.0930412
1620,-13,-4.861518731150473,20.297454487536481,-13.2392826,-0.4904496,17.4527817,2.1061549
1621,-13,-4.854062091150473,20.297454487536481,-13.2383795,-0.5347717,17.2386475,2.1207733
1622,-13,-4.846605451150473,20.297454487536481,-13.2375240,-0.5777024,16.9862976,2.1361995
1623,-13,-4.839148811150473,20.297454487536481,-13.2367134,-0.6117812,16.7012043,2.1514058
1624,-13,-4.831692171150473,20.297454487536481,-13.2359428,-0.6340635,16.3874092,2.1649113
1625,-13,-4.824235531150473,20.297454487536481,-13.2352104,-0.6440130,16.0544147,2.1753192
1626,-13,-4.816778891150473,20.297454487536481,-13.2345123,-0.6430541,15.7118969,2.1813703
1627,-13,-4.809322251150473,20.297454487536481,-13.2338486,-0.6270311,15.3660555,2.1822734
1628,-13,-5.405853451150472,20.289997847536483,-13.2473106,-0.2837680,14.1269474,0.2988382
1629,-13,-5.398396811150472,20.289997847536483,-13.2491674,-0.2383963,14.1767664,0.2647244
1630,-13,-5.390940171150472,20.289997847536483,-13.2510319,-0.2170640,14.2660809,0.2582191
1631,-13,-5.383483531150472,20.289997847536483,-13.2529058,-0.2234002,14.3712578,0.2528541
1632,-13,-5.376026891150472,20.289997847536483,-13.2547922,-0.2575531,14.4722242,0.2412591
1633,-13,-5.368570251150472,20.289997847536483,-13.2566872,-0.3148288,14.5418129,0.2436157
1634,-13,-5.361113611150472,20.289997847536483,-13.2585859,-0.3876235,14.5708313,0.2981122
1635,-13,-5.353656971150472,20.289997847536483,-13.2604818,-0.4805718,14.5535927,0.4187641
1636,-13,-5.346200331150472,20.289997847536483,-13.2623672,-0.5931117,14.4644108,0.5880932
1637,-13,-5.338743691150472,20.289997847536483,-13.2642298,-0.7209318,14.2966089,0.7868237
1638,-13,-5.331287051150472,20.289997847536483,-13.2660589,-0.8557717,14.0458527,1.0002820
1639,-13,-5.323830411150472,20.289997847536483,-13.2678432,-0.9990506,13.7063646,1.2167405
1640,-13,-5.316373771150472,20.289997847536483,-13.2695684,-1.1372705,13.2775211,1.4270414
1641,-13,-5.308917131150472,20.289997847536483,-13.2712231,-1.2698199,12.7698708,1.6226790
1642,-13,-5.301460491150472,20.289997847536483,-13.2727966,-1.3912258,12.1935539,1.7959620
1643,-13,-5.294003851150472,20.289997847536483,-13.2742786,-1.5009261,11.5567265,1.9409307
1644,-13,-5.286547211150472,20.289997847536483,-13.2756634,-1.5981698,10.8818474,2.0540853
1645,-13,-5.279090571150472,20.289997847536483,-13.2769442,-1.6842359,10.1693268,2.1343620
1646,-13,-5.271633931150472,20.289997847536483,-13.2781143,-1.7501371,9.4349213,2.1831682
1647,-13,-5.264177291150472,20.289997847536483,-13.2791710,-1.7936702,8.7106285,2.2029901
1648,-13,-5.256720651150472,20.289997847536483,-13.2801132,-1.8231281,8.0128555,2.1973615
1649,-13,-5.249264011150472,20.289997847536483,-13.2809420,-1.8438118,7.3569436,2.1708493
1650,-13,-5.241807371150472,20.289997847536483,-13.2816572,-1.8586860,6.7601476,2.1291997
1651,-13,-5.234350731150472,20.289997847536483,-13.2822599,-1.8681258,6.2366052,2.0813627
1652,-13,-5.226894091150472,20.289997847536483,-13.2827492,-1.8668977,5.8123655,2.0391941
1653,-13,-5.219437451150473,20.289997847536483,-13.2831259,-1.8493288,5.5149846,2.0145929
1654,-13,-5.211980811150473,20.289997847536483,-13.2833939,-1.8161464,5.3624511,2.0166202
1655,-13,-5.204524171150473,20.289997847536483,-13.2835541,-1.7713366,5.3566399,2.0484638
1656,-13,-5.197067531150473,20.289997847536483,-13.2836123,-1.7189058,5.4866700,2.1046314
1657,-13,-5.189610891150473,20.289997847536483,-13.2835732,-1.6662993,5.7258935,2.1720080
1658,-13,-5.182154251150473,20.289997847536483,-13.2834396,-1.6144121,6.0468721,2.2337263
1659,-13,-5.174697611150473,20.289997847536483,-13.2832155,-1.5511267,6.4252119,2.2744486
1660,-13,-5.167240971150473,20.289997847536483,-13.2829046,-1.4694986,6.8312817,2.2838879
1661,-13,-5.159784331150473,20.289997847536483,-13.2825146,-1.3674420,7.2403126,2.2584713
1662,-13,-5.152327691150473,20.289997847536483,-13.2820530,-1.2541593,7.6231518,2.2012897
1663,-13,-5.144871051150472,20.289997847536483,-13.2815313,-1.1412719,7.9629188,2.1202464
1664,-13,-5.137414411150472,20.289997847536483,-13.2809591,-1.0390214,8.2586231,2.0259008
1665,-13,-5.129957771150472,20.289997847536483,-13.2803459,-0.9470163,8.5119534,1.9295802
1666,-13,-5.122501131150472,20.289997847536483,-13.2796984,-0.8672990,8.7284002,1.8417046
1667,-13,-5.115044491150472,20.289997847536483,-13.2790241,-0.7954196,8.9157858,1.7706898
1668,-13,-5.107587851150472,20.289997847536483,-13.2783289,-0.7303559,9.0782690,1.7222334
1669,-13,-5.100131211150472,20.289997847536483,-13.2776165,-0.6772671,9.2221718,1.6995015
1670,-13,-5.092674571150472,20.289997847536483,-13.2768936,-0.6445470,9.3591385,1.7035261
1671,-13,-5.085217931150472,20.289997847536483,-13.2761612,-0.6411050,9.5073776,1.7340826
1672,-13,-5.077761291150472,20.289997847536483,-13.2754173,-0.6714261,9.6879559,1.7896008
1673,-13,-5.070304651150472,20.289997847536483,-13.2746592,-0.7255612,9.9213438,1.8669381
1674,-13,-5.062848011150472,20.289997847536483,-13.2738771,-0.7848396,10.2191849,1.9613490
1675,-13,-5.055391371150472,20.289997847536483,-13.2730646,-0.8435383,10.5735235,2.0659389
1676,-13,-5.047934731150472,20.289997847536483,-13.2722139,-0.9032756,10.9813833,2.1723301
1677,-13,-5.040478091150472,20.289997847536483,-13.2713184,-0.9623044,11.4438953,2.2717762
1678,-13,-5.033021451150472,20.289997847536483,-13.2703705,-1.0154992,11.9510880,2.3558245
1679,-13,-5.025564811150472,20.289997847536483,-13.2693644,-1.0609328,12.4928122,2.4176431
1680,-13,-5.018108171150472,20.289997847536483,-13.2682962,-1.0924435,13.0604773,2.4533455
1681,-13,-5.010651531150472,20.289997847536483,-13.2671614,-1.1069951,13.6367455,2.4614508
1682,-13,-5.003194891150473,20.289997847536483,-13.2659597,-1.0969230,14.2086639,2.4424751
1683,-13,-4.995738251150473,20.289997847536483,-13.2646933,-1.0596768,14.7537680,2.3996074
1684,-13,-4.988281611150473,20.289997847536483,-13.2633677,-1.0040543,15.2520428,2.3389046
1685,-13,-4.980824971150473,20.289997847536483,-13.2619915,-0.9400085,15.6988821,2.2684474
1686,-13,-4.973368331150473,20.289997847536483,-13.2605734,-0.8631499,16.0907097,2.1971331
1687,-13,-4.965911691150473,20.289997847536483,-13.2591248,-0.7756015,16.4167805,2.1334367
1688,-13,-4.958455051150473,20.289997847536483,-13.2576580,-0.6866788,16.6757126,2.0839958
1689,-13,-4.950998411150473,20.289997847536483,-13.2561874,-0.6036783,16.8753777,2.0523176
1690,-13,-4.943541771150473,20.289997847536483,-13.2547245,-0.5292110,17.0250263,2.0385585
1691,-13,-4.936085131150473,20.289997847536483,-13.2532806,-0.4655265,17.1308460,2.0405655
1692,-13,-4.928628491150473,20.289997847536483,-13.2518663,-0.4149327,17.2004051,2.0547063
1693,-13,-4.921171851150473,20.289997847536483,-13.2504921,-0.3824156,17.2377014,2.0763125
1694,-13,-4.913715211150473,20.289997847536483,-13.2491655,-0.3701037,17.2518215,2.1006048
1695,-13,-4.906258571150473,20.289997847536483,-13.2478905,-0.3753873,17.2486610,2.1239474
1696,-13,-4.898801931150473,20.289997847536483,-13.2466707,-0.3962919,17.2271080,2.1444485
1697,-13,-4.891345291150473,20.289997847536483,-13.2455072,-0.4352956,17.1856918,2.1616516
1698,-13,-4.883888651150473,20.289997847536483,-13.2444000,-0.4869329,17.1254959,2.1760340
1699,-13,-4.876432011150473,20.289997847536483,-13.2433453,-0.5417205,17.0413284,2.1887355
1700,-13,-4.868975371150473,20.289997847536483,-13.2423401,-0.5893542,16.9210320,2.2007561
1701,-13,-4.861518731150473,20.289997847536483,-13.2413797,-0.6316656,16.7571583,2.2127130
1702,-13,-4.854062091150473,20.289997847536483,-13.2404642,-0.6680850,16.5508060,2.2247033
1703,-13,-4.846605451150473,20.289997847536483,-13.2395887,-0.7006243,16.3061924,2.2363288
1704,-13,-4.839148811150473,20.289997847536483,-13.2387505,-0.7198233,16.0283165,2.2470372
1705,-13,-4.831692171150473,20.289997847536483,-13.2379475,-0.7267266,15.7245979,2.2559505
1706,-13,-4.824235531150473,20.289997847536483,-13.2371778,-0.7200884,15.4003105,2.2621472
1707,-13,-4.816778891150473,20.289997847536483,-13.2364416,-0.7019913,15.0660286,2.2647314
1708,-13,-4.809322251150473,20.289997847536483,-13.2357397,-0.6702889,14.7293262,2.2631609
1709,-13,-5.405853451150472,20.282541207536482,-13.2475767,-0.2511002,14.2203436,0.2878207
1710,-13,-5.398396811150472,20.282541207536482,-13.2494507,-0.2100335,14.2692060,0.2556976
1711,-13,-5.390940171150472,20.282541207536482,-13.2513332,-0.1934741,14.3546534,0.2491240
1712,-13,-5.383483531150472,20.282541207536482,-13.2532253,-0.2050382,14.4561663,0.2437268
1713,-13,-5.376026891150472,20.282541207536482,-13.2551298,-0.2425606,14.5494576,0.2350742
1714,-13,-5.368570251150472,20.282541207536482,-13.2570419,-0.3006825,14.6109018,0.2467060
1715,-13,-5.361113611150472,20.282541207536482,-13.2589569,-0.3748226,14.6319180,0.3149840
1716,-13,-5.353656971150472,20.282541207536482,-13.2608690,-0.4698523,14.6025534,0.4476861
1717,-13,-5.346200331150472,20.282541207536482,-13.2627697,-0.5815031,14.4998322,0.6264884
1718,-13,-5.338743691150472,20.282541207536482,-13.2646465,-0.7070838,14.3176708,0.8330977
1719,-13,-5.331287051150472,20.282541207536482,-13.2664900,-0.8406696,14.0502348,1.0533751
1720,-13,-5.323830411150472,20.282541207536482,-13.2682858,-0.9802166,13.6893816,1.2755272
1721,-13,-5.316373771150472,20.282541207536482,-13.2700224,-1.1144948,13.2387152,1.4900841
1722,-13,-5.308917131150472,20.282541207536482,-13.2716866,-1.2426264,12.7061405,1.6880933
1723,-13,-5.301460491150472,20.282541207536482,-13.2732687,-1.3560513,12.1014566,1.8614248
1724,-13,-5.294003851150472,20.282541207536482,-13.2747593,-1.4571633,11.4401522,2.0038514
1725,-13,-5.286547211150472,20.282541207536482,-13.2761507,-1.5464767,10.7354202,2.1114931
1726,-13,-5.279090571150472,20.282541207536482,-13.2774382,-1.6235619,9.9920349,2.1830747
1727,-13,-5.271633931150472,20.282541207536482,-13.2786150,-1.6798315,9.2294188,2.2199287
1728,-13,-5.264177291150472,20.282541207536482,-13.2796793,-1.7167530,8.4724655,2.2245131
1729,-13,-5.256720651150472,20.282541207536482,-13.2806320,-1.7393111,7.7387605,2.2002099
1730,-13,-5.249264011150472,20.282541207536482,-13.2814713,-1.7550160,7.0408340,2.1515405
1731,-13,-5.241807371150472,20.282541207536482,-13.2821989,-1.7668874,6.3948984,2.0842786
1732,-13,-5.234350731150472,20.282541207536482,-13.2828169,-1.7753185,5.8164077,2.0078185
1733,-13,-5.226894091150472,20.282541207536482,-13.2833242,-1.7748747,5.3269835,1.9352713
1734,-13,-5.219437451150473,20.282541207536482,-13.2837219,-1.7630130,4.9612961,1.8812853
1735,-13,-5.211980811150473,20.282541207536482,-13.2840118,-1.7375357,4.7450104,1.8597038
1736,-13,-5.204524171150473,20.282541207536482,-13.2841978,-1.7004505,4.6895003,1.8787161
1737,-13,-5.197067531150473,20.282541207536482,-13.2842817,-1.6574649,4.7869482,1.9354085
1738,-13,-5.189610891150473,20.282541207536482,-13.2842693,-1.6159856,5.0137267,2.0157356
1739,-13,-5.182154251150473,20.282541207536482,-13.2841635,-1.5737313,5.3369770,2.0992644
1740,-13,-5.174697611150473,20.282541207536482,-13.2839670,-1.5209361,5.7295203,2.1661482
1741,-13,-5.167240971150473,20.282541207536482,-13.2836838,-1.4486600,6.1597171,2.2017570
1742,-13,-5.159784331150473,20.282541207536482,-13.2833185,-1.3545650,6.5968995,2.1989057
1743,-13,-5.152327691150473,20.282541207536482,-13.2828798,-1.2452285,7.0126710,2.1582096
1744,-13,-5.144871051150472,20.282541207536482,-13.2823792,-1.1350311,7.3862600,2.0866742
1745,-13,-5.137414411150472,20.282541207536482,-13.2818260,-1.0297098,7.7151680,1.9955354
1746,-13,-5.129957771150472,20.282541207536482,-13.2812300,-0.9327797,7.9981647,1.8975806
1747,-13,-5.122501131150472,20.282541207536482,-13.2805977,-0.8460578,8.2395601,1.8047938
1748,-13,-5.115044491150472,20.282541207536482,-13.2799387,-0.7674902,8.4491205,1.7269642
1749,-13,-5.107587851150472,20.282541207536482,-13.2792568,-0.6929334,8.6275053,1.6709070
1750,-13,-5.100131211150472,20.282541207536482,-13.2785606,-0.6297442,8.7800064,1.6406189
1751,-13,-5.092674571150472,20.282541207536482,-13.2778530,-0.5894516,8.9213724,1.6376190
1752,-13,-5.085217931150472,20.282541207536482,-13.2771387,-0.5778964,9.0671215,1.6621572
1753,-13,-5.077761291150472,20.282541207536482,-13.2764168,-0.6017665,9.2387562,1.7130480
1754,-13,-5.070304651150472,20.282541207536482,-13.2756844,-0.6524727,9.4602718,1.7873969
1755,-13,-5.062848011150472,20.282541207536482,-13.2749319,-0.7143859,9.7416573,1.8807392
1756,-13,-5.055391371150472,20.282541207536482,-13.2741528,-0.7769939,10.0780659,1.9863894
1757,-13,-5.047934731150472,20.282541207536482,-13.2733393,-0.8451973,10.4688425,2.0959897
1758,-13,-5.040478091150472,20.282541207536482,-13.2724848,-0.9141682,10.9136648,2.2006724
1759,-13,-5.033021451150472,20.282541207536482,-13.2715807,-0.9798924,11.4050665,2.2916477
1760,-13,-5.025564811150472,20.282541207536482,-13.2706203,-1.0363349,11.9334326,2.3614693
1761,-13,-5.018108171150472,20.282541207536482,-13.2695990,-1.0806030,12.4902124,2.4055450
1762,-13,-5.010651531150472,20.282541207536482,-13.2685108,-1.1060563,13.0601034,2.4216650
1763,-13,-5.003194891150473,20.282541207536482,-13.2673550,-1.1047691,13.6274004,2.4097066
1764,-13,-4.995738251150473,20.282541207536482,-13.2661324,-1.0741483,14.1692362,2.3725042
1765,-13,-4.988281611150473,20.282541207536482,-13.2648497,-1.0223159,14.6652927,2.3161035
1766,-13,-4.980824971150473,20.282541207536482,-13.2635145,-0.9607604,15.1096745,2.2488933
1767,-13,-4.973368331150473,20.282541207536482,-13.2621374,-0.8860016,15.4974899,2.1804867
1768,-13,-4.965911691150473,20.282541207536482,-13.2607269,-0.7965935,15.8190956,2.1201549
1769,-13,-4.958455051150473,20.282541207536482,-13.2592983,-0.7047116,16.0655212,2.0752475
1770,-13,-4.950998411150473,20.282541207536482,-13.2578650,-0.6230444,16.2496166,2.0496645
1771,-13,-4.943541771150473,20.282541207536482,-13.2564402,-0.5522321,16.3827496,2.0435190
1772,-13,-4.936085131150473,20.282541207536482,-13.2550344,-0.4930613,16.4695072,2.0543938
1773,-13,-4.928628491150473,20.282541207536482,-13.2536592,-0.4516600,16.5189419,2.0782311
1774,-13,-4.921171851150473,20.282541207536482,-13.2523222,-0.4314382,16.5393848,2.1098983
1775,-13,-4.913715211150473,20.282541207536482,-13.2510309,-0.4306918,16.5380688,2.1440773
1776,-13,-4.906258571150473,20.282541207536482,-13.2497892,-0.4488963,16.5190411,2.1765769
1777,-13,-4.898801931150473,20.282541207536482,-13.2485991,-0.4826671,16.4854622,2.2050693
1778,-13,-4.891345291150473,20.282541207536482,-13.2474604,-0.5345951,16.4349880,2.2287650
1779,-13,-4.883888651150473,20.282541207536482,-13.2463722,-0.5975776,16.3700390,2.2479534
1780,-13,-4.876432011150473,20.282541207536482,-13.2453289,-0.6628048,16.2862778,2.2637250
1781,-13,-4.868975371150473,20.282541207536482,-13.2443256,-0.7130336,16.1724358,2.2771902
1782,-13,-4.861518731150473,20.282541207536482,-13.2433605,-0.7527544,16.0161858,2.2892232
1783,-13,-4.854062091150473,20.282541207536482,-13.2424307,-0.7825250,15.8184061,2.3002677
1784,-13,-4.846605451150473,20.282541207536482,-13.2415342,-0.8029569,15.5844021,2.3102810
1785,-13,-4.839148811150473,20.282541207536482,-13.2406693,-0.8075736,15.3181257,2.3190801
1786,-13,-4.831692171150473,20.282541207536482,-13.2398338,-0.7996621,15.0256462,2.3263288
1787,-13,-4.824235531150473,20.282541207536482,-13.2390299,-0.7786005,14.7143955,2.3315494
1788,-13,-4.816778891150473,20.282541207536482,-13.2382584,-0.7455521,14.3907480,2.3340995
1789,-13,-4.809322251150473,20.282541207536482,-13.2375202,-0.7027218,14.0622396,2.3335738
1790,-13,-5.405853451150472,20.275084567536481,-13.2478113,-0.2240106,14.3076754,0.2684107
1791,-13,-5.398396811150472,20.275084567536481,-13.2497025,-0.1913697,14.3562527,0.2379540
1792,-13,-5.390940171150472,20.275084567536481,-13.2516003,-0.1818637,14.4396610,0.2319124
1793,-13,-5.383483531150472,20.275084567536481,-13.2535095,-0.1981422,14.5338650,0.2272670
1794,-13,-5.376026891150472,20.275084567536481,-13.2554293,-0.2392403,14.6210184,0.2225352
1795,-13,-5.368570251150472,20.275084567536481,-13.2573576,-0.3014066,14.6739197,0.2448791
1796,-13,-5.361113611150472,20.275084567536481,-13.2592878,-0.3774445,14.6838856,0.3277527
1797,-13,-5.353656971150472,20.275084567536481,-13.2612133,-0.4723377,14.6434565,0.4725925
1798,-13,-5.346200331150472,20.275084567536481,-13.2631264,-0.5850402,14.5275097,0.6607043
1799,-13,-5.338743691150472,20.275084567536481,-13.2650156,-0.7078214,14.3286791,0.8747918
1800,-13,-5.331287051150472,20.275084567536481,-13.2668695,-0.8372735,14.0445414,1.1012454
1801,-13,-5.323830411150472,20.275084567536481,-13.2686739,-0.9727285,13.6645412,1.3283405
1802,-13,-5.316373771150472,20.275084567536481,-13.2704182,-1.1022300,13.1924677,1.5464470
1803,-13,-5.308917131150472,20.275084567536481,-13.2720881,-1.2210889,12.6384544,1.7462771
1804,-13,-5.301460491150472,20.275084567536481,-13.2736750,-1.3255583,12.0123739,1.9194745
1805,-13,-5.294003851150472,20.275084567536481,-13.2751694,-1.4164151,11.3299103,2.0597718
1806,-13,-5.286547211150472,20.275084567536481,-13.2765646,-1.4948627,10.6032562,2.1631033
1807,-13,-5.279090571150472,20.275084567536481,-13.2778549,-1.5599254,9.8399172,2.2281067
1808,-13,-5.271633931150472,20.275084567536481,-13.2790356,-1.6049647,9.0587254,2.2561615
1809,-13,-5.264177291150472,20.275084567536481,-13.2801056,-1.6322222,8.2822638,2.2497258
1810,-13,-5.256720651150472,20.275084567536481,-13.2810640,-1.6477056,7.5252404,2.2117972
1811,-13,-5.249264011150472,20.275084567536481,-13.2819128,-1.6561046,6.7983770,2.1464353
1812,-13,-5.241807371150472,20.275084567536481,-13.2826519,-1.6621586,6.1170797,2.0588322
1813,-13,-5.234350731150472,20.275084567536481,-13.2832832,-1.6684802,5.4943185,1.9579095
1814,-13,-5.226894091150472,20.275084567536481,-13.2838078,-1.6699071,4.9492998,1.8567094
1815,-13,-5.219437451150473,20.275084567536481,-13.2842264,-1.6617479,4.5139627,1.7712773
1816,-13,-5.211980811150473,20.275084567536481,-13.2845392,-1.6437223,4.2231488,1.7199532
1817,-13,-5.204524171150473,20.275084567536481,-13.2847500,-1.6161015,4.1014094,1.7175972
1818,-13,-5.197067531150473,20.275084567536481,-13.2848616,-1.5835891,4.1515841,1.7665882
1819,-13,-5.189610891150473,20.275084567536481,-13.2848778,-1.5540814,4.3489923,1.8538618
1820,-13,-5.182154251150473,20.275084567536481,-13.2848015,-1.5235299,4.6633964,1.9559919
1821,-13,-5.174697611150473,20.275084567536481,-13.2846336,-1.4806445,5.0614591,2.0483742
1822,-13,-5.167240971150473,20.275084567536481,-13.2843781,-1.4188546,5.5091047,2.1116030
1823,-13,-5.159784331150473,20.275084567536481,-13.2840405,-1.3343226,5.9727001,2.1343672
1824,-13,-5.152327691150473,20.275084567536481,-13.2836285,-1.2319716,6.4178452,2.1140947
1825,-13,-5.144871051150472,20.275084567536481,-13.2831516,-1.1221427,6.8234968,2.0560243
1826,-13,-5.137414411150472,20.275084567536481,-13.2826195,-1.0178943,7.1831312,1.9714425
1827,-13,-5.129957771150472,20.275084567536481,-13.2820425,-0.9186964,7.4952021,1.8745625
1828,-13,-5.122501131150472,20.275084567536481,-13.2814293,-0.8280748,7.7626386,1.7790831
1829,-13,-5.115044491150472,20.275084567536481,-13.2807875,-0.7430496,7.9907508,1.6962227
1830,-13,-5.107587851150472,20.275084567536481,-13.2801228,-0.6647358,8.1872654,1.6339065
1831,-13,-5.100131211150472,20.275084567536481,-13.2794437,-0.5942625,8.3522110,1.5968883
1832,-13,-5.092674571150472,20.275084567536481,-13.2787542,-0.5463523,8.4979610,1.5871965
1833,-13,-5.085217931150472,20.275084567536481,-13.2780600,-0.5289994,8.6432400,1.6054906
1834,-13,-5.077761291150472,20.275084567536481,-13.2773619,-0.5496398,8.8095875,1.6509722
1835,-13,-5.070304651150472,20.275084567536481,-13.2766542,-0.5984944,9.0195513,1.7210854
1836,-13,-5.062848011150472,20.275084567536481,-13.2759323,-0.6617841,9.2847900,1.8117523
1837,-13,-5.055391371150472,20.275084567536481,-13.2751865,-0.7296523,9.6037378,1.9166656
1838,-13,-5.047934731150472,20.275084567536481,-13.2744102,-0.8053150,9.9760952,2.0276091
1839,-13,-5.040478091150472,20.275084567536481,-13.2735958,-0.8853441,10.4022589,2.1356666
1840,-13,-5.033021451150472,20.275084567536481,-13.2727337,-0.9614064,10.8778095,2.2317495
1841,-13,-5.025564811150472,20.275084567536481,-13.2718172,-1.0286016,11.3912125,2.3078837
1842,-13,-5.018108171150472,20.275084567536481,-13.2708387,-1.0828521,11.9336395,2.3588073
1843,-13,-5.010651531150472,20.275084567536481,-13.2697945,-1.1180328,12.4949903,2.3815706
1844,-13,-5.003194891150473,20.275084567536481,-13.2686825,-1.1220222,13.0565319,2.3752854
1845,-13,-4.995738251150473,20.275084567536481,-13.2675018,-1.0961754,13.5947189,2.3422513
1846,-13,-4.988281611150473,20.275084567536481,-13.2662601,-1.0467845,14.0883322,2.2884121
1847,-13,-4.980824971150473,20.275084567536481,-13.2649641,-0.9852398,14.5287981,2.2224090
1848,-13,-4.973368331150473,20.275084567536481,-13.2636232,-0.9087076,14.9113874,2.1544912
1849,-13,-4.965911691150473,20.275084567536481,-13.2622499,-0.8178750,15.2263937,2.0947874
1850,-13,-4.958455051150473,20.275084567536481,-13.2608566,-0.7229694,15.4629726,2.0514631
1851,-13,-4.950998411150473,20.275084567536481,-13.2594585,-0.6390587,15.6310911,2.0288944
1852,-13,-4.943541771150473,20.275084567536481,-13.2580681,-0.5696856,15.7426176,2.0273123
1853,-13,-4.936085131150473,20.275084567536481,-13.2566977,-0.5164306,15.8078871,2.0440691
1854,-13,-4.928628491150473,20.275084567536481,-13.2553577,-0.4824987,15.8359489,2.0746844
1855,-13,-4.921171851150473,20.275084567536481,-13.2540550,-0.4709117,15.8362284,2.1136732
1856,-13,-4.913715211150473,20.275084567536481,-13.2527952,-0.4817243,15.8154907,2.1553042
1857,-13,-4.906258571150473,20.275084567536481,-13.2515831,-0.5119299,15.7802610,2.1948993
1858,-13,-4.898801931150473,20.275084567536481,-13.2504177,-0.5560256,15.7318172,2.2297280
1859,-13,-4.891345291150473,20.275084567536481,-13.2493000,-0.6167531,15.6678658,2.2587655
1860,-13,-4.883888651150473,20.275084567536481,-13.2482262,-0.6903836,15.5950899,2.2821610
1861,-13,-4.876432011150473,20.275084567536481,-13.2471914,-0.7628179,15.5094910,2.3009589
