OID_,Clips_DEM_Large_S3_Regm6,X,Y,DEM_Large_S3_Band_1,MeanCurv_Band_1,Slope_Band_1,SlopeStd_Band_1
2156,-13,-4.682559371150472,18.470577687536480,-13.2465458,-0.1370073,17.8401909,1.6190310
2157,-13,-4.675102731150472,18.470577687536480,-13.2449141,-0.1443432,17.3257236,1.5465018
2158,-13,-4.667646091150472,18.470577687536480,-13.2433138,-0.1675660,16.8423233,1.4557256
2159,-13,-4.660189451150472,18.470577687536480,-13.2417421,-0.2044090,16.4028854,1.3517588
2160,-13,-4.652732811150472,18.470577687536480,-13.2401972,-0.2437194,16.0081272,1.2408919
2161,-13,-4.645276171150472,18.470577687536480,-13.2386732,-0.2836449,15.6605434,1.1294745
2162,-13,-4.637819531150472,18.470577687536480,-13.2371683,-0.3174008,15.3543072,1.0235537
2163,-13,-4.630362891150472,18.470577687536480,-13.2356787,-0.3445863,15.0855446,0.9291112
2164,-13,-4.622906251150471,18.470577687536480,-13.2342005,-0.3603182,14.8480320,0.8505127
2165,-13,-4.615449611150471,18.470577687536480,-13.2327337,-0.3646342,14.6331844,0.7893825
2166,-13,-4.607992971150471,18.470577687536480,-13.2312765,-0.3621168,14.4265356,0.7457923
2167,-13,-4.600536331150471,18.470577687536480,-13.2298307,-0.3590703,14.2276392,0.7195103
2168,-13,-4.593079691150471,18.470577687536480,-13.2283945,-0.3518841,14.0378962,0.7090654
2169,-13,-4.585623051150471,18.470577687536480,-13.2269688,-0.3374511,13.8503418,0.7113685
2170,-13,-4.578166411150471,18.470577687536480,-13.2255535,-0.3128637,13.6600189,0.7220423
2171,-13,-4.570709771150471,18.470577687536480,-13.2241507,-0.2770857,13.4613781,0.7363303
2172,-13,-5.331287051150472,18.463121047536479,-13.2328596,-0.2452222,11.4770079,2.0804205
2173,-13,-5.323830411150472,18.463121047536479,-13.2344027,-0.1852732,11.9352522,2.0843406
2174,-13,-5.316373771150472,18.463121047536479,-13.2360134,-0.1268301,12.4610720,2.0819893
2175,-13,-5.308917131150472,18.463121047536479,-13.2376986,-0.0828953,13.0365982,2.0638125
2176,-13,-5.301460491150472,18.463121047536479,-13.2394629,-0.0554983,13.6386805,2.0202243
2177,-13,-5.294003851150472,18.463121047536479,-13.2413063,-0.0463629,14.2460098,1.9420582
2178,-13,-5.286547211150472,18.463121047536479,-13.2432299,-0.0605929,14.8458195,1.8229885
2179,-13,-5.279090571150472,18.463121047536479,-13.2452316,-0.1010401,15.4073658,1.6619554
2180,-13,-5.271633931150472,18.463121047536479,-13.2473030,-0.1642813,15.9080448,1.4635239
2181,-13,-5.264177291150472,18.463121047536479,-13.2494373,-0.2543600,16.3421307,1.2389841
2182,-13,-5.256720651150472,18.463121047536479,-13.2516241,-0.3752531,16.6793747,1.0062643
2183,-13,-5.249264011150472,18.463121047536479,-13.2538471,-0.5192285,16.8977966,0.7912229
2184,-13,-5.241807371150472,18.463121047536479,-13.2560911,-0.6698378,16.9934998,0.6330456
2185,-13,-5.234350731150472,18.463121047536479,-13.2583351,-0.8084489,16.9657021,0.5735257
2186,-13,-5.226894091150472,18.463121047536479,-13.2605639,-0.9214749,16.8470669,0.6146135
2187,-13,-5.219437451150472,18.463121047536479,-13.2627668,-1.0063678,16.6668987,0.7067814
2188,-13,-5.211980811150472,18.463121047536479,-13.2649336,-1.0734417,16.4477234,0.8007739
2189,-13,-5.204524171150472,18.463121047536479,-13.2670584,-1.1216581,16.2092838,0.8729119
2190,-13,-5.197067531150472,18.463121047536479,-13.2691355,-1.1561399,15.9711304,0.9192945
2191,-13,-5.189610891150472,18.463121047536479,-13.2711639,-1.1734452,15.7545519,0.9480821
2192,-13,-5.182154251150472,18.463121047536479,-13.2731409,-1.1709892,15.5762825,0.9733079
2193,-13,-5.174697611150472,18.463121047536479,-13.2750683,-1.1466180,15.4679556,1.0090997
2194,-13,-5.167240971150472,18.463121047536479,-13.2769499,-1.1081825,15.4510765,1.0642613
2195,-13,-5.159784331150472,18.463121047536479,-13.2787895,-1.0687490,15.5368710,1.1395842
2196,-13,-5.152327691150472,18.463121047536479,-13.2805948,-1.0363349,15.7243557,1.2285241
2197,-13,-5.144871051150472,18.463121047536479,-13.2823677,-1.0178699,16.0032864,1.3205776
2198,-13,-5.137414411150472,18.463121047536479,-13.2841120,-1.0148290,16.3606377,1.4037924
2199,-13,-5.129957771150472,18.463121047536479,-13.2858267,-1.0239775,16.7763882,1.4677004
2200,-13,-5.122501131150472,18.463121047536479,-13.2875099,-1.0389290,17.2389545,1.5055610
2201,-13,-5.115044491150472,18.463121047536479,-13.2891588,-1.0538694,17.7356377,1.5146192
2202,-13,-5.107587851150472,18.463121047536479,-13.2907705,-1.0730737,18.2587471,1.4963129
2203,-13,-5.100131211150472,18.463121047536479,-13.2923422,-1.1021589,18.7929420,1.4561446
2204,-13,-5.092674571150472,18.463121047536479,-13.2938681,-1.1419390,19.3172150,1.4027671
2205,-13,-5.085217931150471,18.463121047536479,-13.2953424,-1.1907282,19.8169823,1.3474846
2206,-13,-5.077761291150471,18.463121047536479,-13.2967558,-1.2485106,20.2778435,1.3038523
2207,-13,-5.070304651150471,18.463121047536479,-13.2980995,-1.3111007,20.6858158,1.2862699
2208,-13,-5.062848011150471,18.463121047536479,-13.2993631,-1.3768343,21.0396576,1.3063617
2209,-13,-5.055391371150471,18.463121047536479,-13.3005381,-1.4459119,21.3321800,1.3683646
2210,-13,-5.047934731150471,18.463121047536479,-13.3016138,-1.5202655,21.5641308,1.4673223
2211,-13,-5.040478091150471,18.463121047536479,-13.3025799,-1.5996475,21.7347546,1.5921899
2212,-13,-5.033021451150471,18.463121047536479,-13.3034267,-1.6897142,21.8489532,1.7298827
2213,-13,-5.025564811150471,18.463121047536479,-13.3041458,-1.7800548,21.9089394,1.8685586
2214,-13,-5.018108171150471,18.463121047536479,-13.3047247,-1.8706362,21.9247799,1.9990681
2215,-13,-5.010651531150471,18.463121047536479,-13.3051577,-1.9582143,21.9079151,2.1149366
2216,-13,-5.003194891150471,18.463121047536479,-13.3054352,-2.0425637,21.8710537,2.2123230
2217,-13,-4.995738251150471,18.463121047536479,-13.3055525,-2.1134148,21.8287411,2.2896190
2218,-13,-4.988281611150471,18.463121047536479,-13.3055058,-2.1678157,21.7924519,2.3466427
2219,-13,-4.980824971150471,18.463121047536479,-13.3052931,-2.2030590,21.7737274,2.3840649
2220,-13,-4.973368331150471,18.463121047536479,-13.3049145,-2.2164533,21.7765598,2.4029853
2221,-13,-4.965911691150471,18.463121047536479,-13.3043756,-2.1992383,21.8029957,2.4047081
2222,-13,-4.958455051150471,18.463121047536479,-13.3036823,-2.1488764,21.8510876,2.3907452
2223,-13,-4.950998411150471,18.463121047536479,-13.3028450,-2.0656540,21.9168625,2.3630848
2224,-13,-4.943541771150471,18.463121047536479,-13.3018780,-1.9574940,21.9914837,2.3243158
2225,-13,-4.936085131150471,18.463121047536479,-13.3007975,-1.8254815,22.0676575,2.2774739
2226,-13,-4.928628491150471,18.463121047536479,-13.2996206,-1.6717336,22.1376801,2.2255237
2227,-13,-4.921171851150472,18.463121047536479,-13.2983665,-1.5000166,22.1894493,2.1708157
2228,-13,-4.913715211150471,18.463121047536479,-13.2970562,-1.3270214,22.2199020,2.1145391
2229,-13,-4.906258571150472,18.463121047536479,-13.2957087,-1.1637197,22.2366104,2.0567591
2230,-13,-4.898801931150472,18.463121047536479,-13.2943411,-1.0155439,22.2481136,1.9969043
2231,-13,-4.891345291150472,18.463121047536479,-13.2929659,-0.8845994,22.2624588,1.9342977
2232,-13,-4.883888651150472,18.463121047536479,-13.2915945,-0.7760625,22.2897968,1.8684615
2233,-13,-4.876432011150472,18.463121047536479,-13.2902327,-0.6908756,22.3395634,1.7990029
2234,-13,-4.868975371150472,18.463121047536479,-13.2888842,-0.6304871,22.4144821,1.7255059
2235,-13,-4.861518731150472,18.463121047536479,-13.2875471,-0.5911672,22.5163994,1.6472148
2236,-13,-4.854062091150472,18.463121047536479,-13.2862186,-0.5749294,22.6442356,1.5627786
2237,-13,-4.846605451150472,18.463121047536479,-13.2848921,-0.5748342,22.7953987,1.4705210
2238,-13,-4.839148811150472,18.463121047536479,-13.2835588,-0.5886129,22.9623508,1.3690062
2239,-13,-4.831692171150472,18.463121047536479,-13.2822075,-0.6054197,23.1341782,1.2577869
2240,-13,-4.824235531150472,18.463121047536479,-13.2808294,-0.6188566,23.2989197,1.1378353
2241,-13,-4.816778891150472,18.463121047536479,-13.2794161,-0.6241550,23.4399281,1.0119406
2242,-13,-4.809322251150472,18.463121047536479,-13.2779608,-0.6265397,23.5456715,0.8857722
2243,-13,-4.801865611150472,18.463121047536479,-13.2764606,-0.6267647,23.6071739,0.7693618
2244,-13,-4.794408971150472,18.463121047536479,-13.2749128,-0.6277620,23.6208191,0.6788073
2245,-13,-4.786952331150472,18.463121047536479,-13.2733145,-0.6250471,23.5846653,0.6350555
2246,-13,-4.779495691150472,18.463121047536479,-13.2716665,-0.6137297,23.4940491,0.6536525
2247,-13,-4.772039051150472,18.463121047536479,-13.2699699,-0.5932162,23.3437061,0.7310152
2248,-13,-4.764582411150472,18.463121047536479,-13.2682295,-0.5680634,23.1348000,0.8484799
2249,-13,-4.757125771150472,18.463121047536479,-13.2664509,-0.5334303,22.8702621,0.9868360
2250,-13,-4.749669131150472,18.463121047536479,-13.2646408,-0.4873269,22.5490856,1.1315966
2251,-13,-4.742212491150472,18.463121047536479,-13.2628059,-0.4367061,22.1703949,1.2728140
2252,-13,-4.734755851150472,18.463121047536479,-13.2609577,-0.3876804,21.7426510,1.4033462
2253,-13,-4.727299211150472,18.463121047536479,-13.2591038,-0.3400532,21.2747097,1.5174108
2254,-13,-4.719842571150472,18.463121047536479,-13.2572517,-0.2918707,20.7730541,1.6106476
2255,-13,-4.712385931150472,18.463121047536479,-13.2554102,-0.2452675,20.2433128,1.6803522
2256,-13,-4.704929291150472,18.463121047536479,-13.2535849,-0.2026291,19.6915741,1.7240776
2257,-13,-4.697472651150472,18.463121047536479,-13.2517834,-0.1689135,19.1266193,1.7402164
2258,-13,-4.690016011150472,18.463121047536479,-13.2500114,-0.1461396,18.5617924,1.7283089
2259,-13,-4.682559371150472,18.463121047536479,-13.2482710,-0.1284463,18.0067596,1.6888512
2260,-13,-4.675102731150472,18.463121047536479,-13.2465658,-0.1253384,17.4611397,1.6241248
2261,-13,-4.667646091150472,18.463121047536479,-13.2448978,-0.1419879,16.9433746,1.5375258
2262,-13,-4.660189451150472,18.463121047536479,-13.2432652,-0.1763562,16.4710598,1.4341161
2263,-13,-4.652732811150472,18.463121047536479,-13.2416639,-0.2139250,16.0447826,1.3203425
2264,-13,-4.645276171150472,18.463121047536479,-13.2400904,-0.2553991,15.6671295,1.2028768
2265,-13,-4.637819531150472,18.463121047536479,-13.2385397,-0.2918856,15.3364840,1.0882660
2266,-13,-4.630362891150472,18.463121047536479,-13.2370081,-0.3228343,15.0465345,0.9832117
2267,-13,-4.622906251150471,18.463121047536479,-13.2354937,-0.3446047,14.7898550,0.8929957
2268,-13,-4.615449611150471,18.463121047536479,-13.2339926,-0.3568314,14.5612354,0.8201519
2269,-13,-4.607992971150471,18.463121047536479,-13.2325039,-0.3618214,14.3474693,0.7655793
2270,-13,-4.600536331150471,18.463121047536479,-13.2310286,-0.3658384,14.1451902,0.7296966
2271,-13,-4.593079691150471,18.463121047536479,-13.2295637,-0.3657558,13.9559145,0.7113826
2272,-13,-4.585623051150471,18.463121047536479,-13.2281103,-0.3558289,13.7716627,0.7075443
2273,-13,-4.578166411150471,18.463121047536479,-13.2266674,-0.3357668,13.5860844,0.7135526
2274,-13,-4.570709771150471,18.463121047536479,-13.2252378,-0.3045861,13.3940773,0.7241633
2275,-13,-4.563253131150471,18.463121047536479,-13.2238235,-0.2668699,13.1838503,0.7344223
2276,-13,-5.331287051150472,18.455664407536478,-13.2327242,-0.3139288,12.0066071,2.0587351
2277,-13,-5.323830411150472,18.455664407536478,-13.2343292,-0.2698188,12.4168253,2.0532529
2278,-13,-5.316373771150472,18.455664407536478,-13.2360001,-0.2250752,12.8901358,2.0406635
2279,-13,-5.308917131150472,18.455664407536478,-13.2377415,-0.1942643,13.4125528,2.0129020
2280,-13,-5.301460491150472,18.455664407536478,-13.2395573,-0.1778201,13.9595823,1.9616421
2281,-13,-5.294003851150472,18.455664407536478,-13.2414474,-0.1747238,14.5106573,1.8788693
2282,-13,-5.286547211150472,18.455664407536478,-13.2434120,-0.1914844,15.0603781,1.7591448
2283,-13,-5.279090571150472,18.455664407536478,-13.2454491,-0.2306069,15.5724010,1.6018916
2284,-13,-5.271633931150472,18.455664407536478,-13.2475519,-0.2869027,16.0295219,1.4118353
2285,-13,-5.264177291150472,18.455664407536478,-13.2497120,-0.3641752,16.4294434,1.2000717
2286,-13,-5.256720651150472,18.455664407536478,-13.2519217,-0.4676993,16.7390594,0.9838122
2287,-13,-5.249264011150472,18.455664407536478,-13.2541647,-0.5907956,16.9433670,0.7876676
2288,-13,-5.241807371150472,18.455664407536478,-13.2564268,-0.7187623,17.0355034,0.6471606
2289,-13,-5.234350731150472,18.455664407536478,-13.2586918,-0.8339416,17.0155144,0.5964435
2290,-13,-5.226894091150472,18.455664407536478,-13.2609444,-0.9217575,16.9160118,0.6348495
2291,-13,-5.219437451150472,18.455664407536478,-13.2631750,-0.9839095,16.7643223,0.7214524
2292,-13,-5.211980811150472,18.455664407536478,-13.2653761,-1.0316483,16.5838871,0.8144750
2293,-13,-5.204524171150472,18.455664407536478,-13.2675428,-1.0646898,16.3883095,0.8926078
2294,-13,-5.197067531150472,18.455664407536478,-13.2696724,-1.0880717,16.1974277,0.9517397
2295,-13,-5.189610891150472,18.455664407536478,-13.2717619,-1.1005149,16.0266113,0.9979528
2296,-13,-5.182154251150472,18.455664407536478,-13.2738113,-1.0999861,15.8883772,1.0412729
2297,-13,-5.174697611150472,18.455664407536478,-13.2758198,-1.0807732,15.8135023,1.0906119
2298,-13,-5.167240971150472,18.455664407536478,-13.2777929,-1.0516934,15.8214197,1.1501681
2299,-13,-5.159784331150472,18.455664407536478,-13.2797346,-1.0277653,15.9244204,1.2186093
2300,-13,-5.152327691150472,18.455664407536478,-13.2816496,-1.0141752,16.1152344,1.2901931
2301,-13,-5.144871051150472,18.455664407536478,-13.2835417,-1.0188508,16.3879814,1.3569698
2302,-13,-5.137414411150472,18.455664407536478,-13.2854109,-1.0423180,16.7260399,1.4099857
2303,-13,-5.129957771150472,18.455664407536478,-13.2872553,-1.0821841,17.1099930,1.4415708
2304,-13,-5.122501131150472,18.455664407536478,-13.2890720,-1.1273196,17.5307236,1.4475932
2305,-13,-5.115044491150472,18.455664407536478,-13.2908564,-1.1732343,17.9780254,1.4281914
2306,-13,-5.107587851150472,18.455664407536478,-13.2926044,-1.2230664,18.4454918,1.3883710
2307,-13,-5.100131211150472,18.455664407536478,-13.2943096,-1.2824455,18.9174175,1.3383167
2308,-13,-5.092674571150472,18.455664407536478,-13.2959671,-1.3530790,19.3741589,1.2924762
2309,-13,-5.085217931150471,18.455664407536478,-13.2975664,-1.4312125,19.8025761,1.2679321
2310,-13,-5.077761291150471,18.455664407536478,-13.2990990,-1.5159463,20.1863403,1.2811475
2311,-13,-5.070304651150471,18.455664407536478,-13.3005524,-1.6005694,20.5164719,1.3428946
2312,-13,-5.062848011150471,18.455664407536478,-13.3019171,-1.6848897,20.7897415,1.4538128
2313,-13,-5.055391371150471,18.455664407536478,-13.3031807,-1.7684406,21.0022793,1.6045474
2314,-13,-5.047934731150471,18.455664407536478,-13.3043327,-1.8539628,21.1531181,1.7802571
2315,-13,-5.040478091150471,18.455664407536478,-13.3053646,-1.9399980,21.2460880,1.9656518
2316,-13,-5.033021451150471,18.455664407536478,-13.3062639,-2.0339108,21.2844887,2.1475303
2317,-13,-5.025564811150471,18.455664407536478,-13.3070230,-2.1251628,21.2737370,2.3157737
2318,-13,-5.018108171150471,18.455664407536478,-13.3076305,-2.2128060,21.2241020,2.4633524
2319,-13,-5.010651531150471,18.455664407536478,-13.3080797,-2.2930348,21.1496353,2.5859900
2320,-13,-5.003194891150471,18.455664407536478,-13.3083639,-2.3667996,21.0630589,2.6819384
2321,-13,-4.995738251150471,18.455664407536478,-13.3084784,-2.4251513,20.9807568,2.7514257
2322,-13,-4.988281611150471,18.455664407536478,-13.3084211,-2.4667780,20.9175053,2.7957823
2323,-13,-4.980824971150471,18.455664407536478,-13.3081903,-2.4863000,20.8799553,2.8169289
2324,-13,-4.973368331150471,18.455664407536478,-13.3077898,-2.4807086,20.8736744,2.8169482
2325,-13,-4.965911691150471,18.455664407536478,-13.3072243,-2.4415457,20.9014549,2.7980354
2326,-13,-4.958455051150471,18.455664407536478,-13.3065004,-2.3675787,20.9593964,2.7626567
2327,-13,-4.950998411150471,18.455664407536478,-13.3056326,-2.2600563,21.0369301,2.7137427
2328,-13,-4.943541771150471,18.455664407536478,-13.3046360,-2.1280611,21.1267738,2.6547837
2329,-13,-4.936085131150471,18.455664407536478,-13.3035278,-1.9737287,21.2192383,2.5897732
2330,-13,-4.928628491150471,18.455664407536478,-13.3023262,-1.7997665,21.3052101,2.5224802
2331,-13,-4.921171851150472,18.455664407536478,-13.3010521,-1.6110281,21.3741837,2.4557102
2332,-13,-4.913715211150471,18.455664407536478,-13.2997265,-1.4211884,21.4209194,2.3907261
2333,-13,-4.906258571150472,18.455664407536478,-13.2983704,-1.2458181,21.4504147,2.3273375
2334,-13,-4.898801931150472,18.455664407536478,-13.2970009,-1.0888584,21.4758663,2.2645280
2335,-13,-4.891345291150472,18.455664407536478,-13.2956305,-0.9560705,21.5086250,2.2011576
2336,-13,-4.883888651150472,18.455664407536478,-13.2942715,-0.8492346,21.5574360,2.1363106
2337,-13,-4.876432011150472,18.455664407536478,-13.2929277,-0.7723389,21.6341591,2.0690551
2338,-13,-4.868975371150472,18.455664407536478,-13.2916021,-0.7217451,21.7436581,1.9983411
2339,-13,-4.861518731150472,18.455664407536478,-13.2902918,-0.6967784,21.8883190,1.9227818
2340,-13,-4.854062091150472,18.455664407536478,-13.2889919,-0.6957401,22.0631504,1.8403350
2341,-13,-4.846605451150472,18.455664407536478,-13.2876940,-0.7136328,22.2653141,1.7485580
2342,-13,-4.839148811150472,18.455664407536478,-13.2863865,-0.7445153,22.4870186,1.6452705
2343,-13,-4.831692171150472,18.455664407536478,-13.2850580,-0.7773099,22.7164898,1.5292770
2344,-13,-4.824235531150472,18.455664407536478,-13.2836962,-0.8046185,22.9406166,1.4007076
2345,-13,-4.816778891150472,18.455664407536478,-13.2822905,-0.8222972,23.1419983,1.2610799
2346,-13,-4.809322251150472,18.455664407536478,-13.2808342,-0.8315769,23.3074684,1.1138874
2347,-13,-4.801865611150472,18.455664407536478,-13.2793226,-0.8351031,23.4277630,0.9656054
2348,-13,-4.794408971150472,18.455664407536478,-13.2777519,-0.8364844,23.4978161,0.8274403
2349,-13,-4.786952331150472,18.455664407536478,-13.2761202,-0.8311626,23.5167332,0.7175173
2350,-13,-4.779495691150472,18.455664407536478,-13.2744265,-0.8132697,23.4777565,0.6604316
2351,-13,-4.772039051150472,18.455664407536478,-13.2726755,-0.7821132,23.3771114,0.6748914
2352,-13,-4.764582411150472,18.455664407536478,-13.2708702,-0.7426266,23.2125340,0.7566513
2353,-13,-4.757125771150472,18.455664407536478,-13.2690182,-0.6922722,22.9880123,0.8835768
2354,-13,-4.749669131150472,18.455664407536478,-13.2671261,-0.6283737,22.7021332,1.0325319
2355,-13,-4.742212491150472,18.455664407536478,-13.2652054,-0.5583789,22.3506641,1.1870257
2356,-13,-4.734755851150472,18.455664407536478,-13.2632675,-0.4894349,21.9445210,1.3359120
2357,-13,-4.727299211150472,18.455664407536478,-13.2613201,-0.4223768,21.4926968,1.4709738
2358,-13,-4.719842571150472,18.455664407536478,-13.2593746,-0.3558666,20.9977894,1.5862015
2359,-13,-4.712385931150472,18.455664407536478,-13.2574387,-0.2915737,20.4711285,1.6777327
2360,-13,-4.704929291150472,18.455664407536478,-13.2555218,-0.2311699,19.9155579,1.7421907
2361,-13,-4.697472651150472,18.455664407536478,-13.2536316,-0.1814776,19.3391724,1.7771103
2362,-13,-4.690016011150472,18.455664407536478,-13.2517738,-0.1443454,18.7584362,1.7813529
2363,-13,-4.682559371150472,18.455664407536478,-13.2499533,-0.1146024,18.1813889,1.7549148
2364,-13,-4.675102731150472,18.455664407536478,-13.2481728,-0.1012667,17.6087666,1.6996918
2365,-13,-4.667646091150472,18.455664407536478,-13.2464361,-0.1110850,17.0612602,1.6189433
2366,-13,-4.660189451150472,18.455664407536478,-13.2447395,-0.1406628,16.5556870,1.5177433
2367,-13,-4.652732811150472,18.455664407536478,-13.2430811,-0.1780442,16.0981655,1.4025705
2368,-13,-4.645276171150472,18.455664407536478,-13.2414551,-0.2195711,15.6908808,1.2803662
2369,-13,-4.637819531150472,18.455664407536478,-13.2398586,-0.2593678,15.3332071,1.1581298
2370,-13,-4.630362891150472,18.455664407536478,-13.2382851,-0.2948329,15.0198984,1.0431880
2371,-13,-4.622906251150471,18.455664407536478,-13.2367325,-0.3232104,14.7445498,0.9417089
2372,-13,-4.615449611150471,18.455664407536478,-13.2351971,-0.3423488,14.5006065,0.8571507
2373,-13,-4.607992971150471,18.455664407536478,-13.2336769,-0.3557771,14.2756147,0.7912858
2374,-13,-4.600536331150471,18.455664407536478,-13.2321711,-0.3669019,14.0673714,0.7453395
2375,-13,-4.593079691150471,18.455664407536478,-13.2306786,-0.3722687,13.8762932,0.7187452
2376,-13,-4.585623051150471,18.455664407536478,-13.2291975,-0.3664319,13.6914501,0.7085215
2377,-13,-4.578166411150471,18.455664407536478,-13.2277298,-0.3516606,13.5059071,0.7098500
2378,-13,-4.570709771150471,18.455664407536478,-13.2262745,-0.3255031,13.3168526,0.7170404
2379,-13,-4.563253131150471,18.455664407536478,-13.2248354,-0.2921935,13.1091299,0.7243789
2380,-13,-5.331287051150472,18.448207767536477,-13.2324867,-0.3413278,12.5723333,2.0252373
2381,-13,-5.323830411150472,18.448207767536477,-13.2341537,-0.3127974,12.9397974,2.0147767
2382,-13,-5.316373771150472,18.448207767536477,-13.2358837,-0.2843495,13.3647652,1.9958978
2383,-13,-5.308917131150472,18.448207767536477,-13.2376814,-0.2688660,13.8325262,1.9619128
2384,-13,-5.301460491150472,18.448207767536477,-13.2395487,-0.2640155,14.3229351,1.9058144
2385,-13,-5.294003851150472,18.448207767536477,-13.2414865,-0.2695265,14.8189030,1.8208702
2386,-13,-5.286547211150472,18.448207767536477,-13.2434940,-0.2905266,15.3130817,1.7027853
2387,-13,-5.279090571150472,18.448207767536477,-13.2455683,-0.3299718,15.7746172,1.5517235
2388,-13,-5.271633931150472,18.448207767536477,-13.2477026,-0.3813828,16.1868820,1.3727934
2389,-13,-5.264177291150472,18.448207767536477,-13.2498903,-0.4494822,16.5483551,1.1771040
2390,-13,-5.256720651150472,18.448207767536477,-13.2521229,-0.5389093,16.8305950,0.9813479
2391,-13,-5.249264011150472,18.448207767536477,-13.2543869,-0.6442790,17.0169296,0.8085737
2392,-13,-5.241807371150472,18.448207767536477,-13.2566690,-0.7513187,17.1045170,0.6892503
2393,-13,-5.234350731150472,18.448207767536477,-13.2589550,-0.8438428,17.0927296,0.6482735
2394,-13,-5.226894091150472,18.448207767536477,-13.2612314,-0.9085963,17.0115318,0.6824106
2395,-13,-5.219437451150472,18.448207767536477,-13.2634907,-0.9500999,16.8913364,0.7604561
2396,-13,-5.211980811150472,18.448207767536477,-13.2657261,-0.9794915,16.7491360,0.8492987
2397,-13,-5.204524171150472,18.448207767536477,-13.2679358,-0.9969867,16.5981102,0.9303493
2398,-13,-5.197067531150472,18.448207767536477,-13.2701168,-1.0101789,16.4570045,0.9988055
2399,-13,-5.189610891150472,18.448207767536477,-13.2722683,-1.0188779,16.3319206,1.0581824
2400,-13,-5.182154251150472,18.448207767536477,-13.2743883,-1.0181882,16.2351818,1.1145387
2401,-13,-5.174697611150472,18.448207767536477,-13.2764797,-1.0037365,16.1964569,1.1725073
2402,-13,-5.167240971150472,18.448207767536477,-13.2785444,-0.9848416,16.2304497,1.2328390
2403,-13,-5.159784331150472,18.448207767536477,-13.2805872,-0.9735732,16.3488216,1.2924713
2404,-13,-5.152327691150472,18.448207767536477,-13.2826128,-0.9782689,16.5448704,1.3460541
2405,-13,-5.144871051150472,18.448207767536477,-13.2846222,-1.0051160,16.8062248,1.3873816
2406,-13,-5.137414411150472,18.448207767536477,-13.2866154,-1.0548716,17.1221447,1.4098495
2407,-13,-5.129957771150472,18.448207767536477,-13.2885904,-1.1243739,17.4701080,1.4084927
2408,-13,-5.122501131150472,18.448207767536477,-13.2905407,-1.2001921,17.8389778,1.3821830
2409,-13,-5.115044491150472,18.448207767536477,-13.2924604,-1.2769850,18.2248402,1.3348714
2410,-13,-5.107587851150472,18.448207767536477,-13.2943430,-1.3586055,18.6208839,1.2768174
2411,-13,-5.100131211150472,18.448207767536477,-13.2961826,-1.4501138,19.0135193,1.2253219
2412,-13,-5.092674571150472,18.448207767536477,-13.2979698,-1.5515643,19.3844051,1.2027791
2413,-13,-5.085217931150471,18.448207767536477,-13.2996941,-1.6620901,19.7206821,1.2307636
2414,-13,-5.077761291150471,18.448207767536477,-13.3013439,-1.7749403,20.0066032,1.3214678
2415,-13,-5.070304651150471,18.448207767536477,-13.3029060,-1.8845787,20.2372417,1.4725896
2416,-13,-5.062848011150471,18.448207767536477,-13.3043680,-1.9891313,20.4098282,1.6702322
2417,-13,-5.055391371150471,18.448207767536477,-13.3057184,-2.0897210,20.5216312,1.8956889
2418,-13,-5.047934731150471,18.448207767536477,-13.3069439,-2.1861103,20.5755157,2.1306725
2419,-13,-5.040478091150471,18.448207767536477,-13.3080368,-2.2800379,20.5778885,2.3597825
2420,-13,-5.033021451150471,18.448207767536477,-13.3089848,-2.3775730,20.5310078,2.5711040
2421,-13,-5.025564811150471,18.448207767536477,-13.3097792,-2.4690809,20.4407406,2.7563593
2422,-13,-5.018108171150471,18.448207767536477,-13.3104095,-2.5510015,20.3212223,2.9104290
2423,-13,-5.010651531150471,18.448207767536477,-13.3108702,-2.6216745,20.1889744,3.0309424
2424,-13,-5.003194891150471,18.448207767536477,-13.3111563,-2.6802003,20.0565777,3.1180177
2425,-13,-4.995738251150471,18.448207767536477,-13.3112631,-2.7199433,19.9419765,3.1734772
2426,-13,-4.988281611150471,18.448207767536477,-13.3111897,-2.7420795,19.8572407,3.1998503
2427,-13,-4.980824971150471,18.448207767536477,-13.3109379,-2.7404163,19.8141670,3.1999347
2428,-13,-4.973368331150471,18.448207767536477,-13.3105116,-2.7095122,19.8156300,3.1764991
2429,-13,-4.965911691150471,18.448207767536477,-13.3099155,-2.6432197,19.8607368,3.1323991
2430,-13,-4.958455051150471,18.448207767536477,-13.3091602,-2.5402114,19.9406834,3.0709531
2431,-13,-4.950998411150471,18.448207767536477,-13.3082609,-2.4029653,20.0447598,2.9961963
2432,-13,-4.943541771150471,18.448207767536477,-13.3072338,-2.2432835,20.1607456,2.9128001
2433,-13,-4.936085131150471,18.448207767536477,-13.3060989,-2.0641751,20.2767754,2.8259492
2434,-13,-4.928628491150471,18.448207767536477,-13.3048754,-1.8666315,20.3838673,2.7404845
2435,-13,-4.921171851150472,18.448207767536477,-13.3035841,-1.6581324,20.4700851,2.6597655
2436,-13,-4.913715211150471,18.448207767536477,-13.3022480,-1.4528586,20.5317459,2.5851200
2437,-13,-4.906258571150472,18.448207767536477,-13.3008890,-1.2651440,20.5743141,2.5161297
2438,-13,-4.898801931150472,18.448207767536477,-13.2995234,-1.1009474,20.6119938,2.4512944
2439,-13,-4.891345291150472,18.448207767536477,-13.2981653,-0.9674078,20.6579933,2.3889084
