OID_,ClipsFinal_DEM_Large_S3_RegN,X,Y,DEM_Large_S5_15_Band_1,DFME_Band_1,EP_Band_1,GC_Band_1,MeanCurv_Band_1,NUN_Band_1,ProfCurv_Band_1,SAR_Band_1,Slope_Band_1,TanCurv_Band_1,TotCurv_Band_1
2305,-12,-2.982445451150471,22.825255447536481,-12.7995777,0.0045455,45.4545441,-0.3513415,0.3322909,4.0000000,0.2346324,1.0094103,7.8235559,0.4299494,1.1854919
2306,-12,-2.974988811150471,22.825255447536481,-12.8006144,-0.0045455,0.0000000,-0.3216617,0.3240400,4.0000000,0.2957064,1.0100297,8.0793285,0.3523736,1.1058978
2307,-12,-2.967532171150471,22.825255447536481,-12.8016796,-0.0036364,0.0000000,-0.2953358,0.3023004,4.0000000,0.3440499,1.0106231,8.3148832,0.2605510,0.9986554
2308,-12,-2.960075531150471,22.825255447536481,-12.8027697,-0.0027273,0.0000000,-0.2743411,0.2683459,4.0000000,0.3786194,1.0111768,8.5315666,0.1580723,0.8776015
2309,-12,-2.952618891150470,22.825255447536481,-12.8038816,-0.0014876,3.3057852,-0.2608131,0.2188499,4.0000000,0.4004636,1.0116545,8.7118855,0.0372362,0.7510049
2310,-12,-2.945162251150471,22.825255447536481,-12.8050089,0.0000000,9.0909090,-0.2529947,0.1567831,4.0000000,0.4088942,1.0120051,8.8439646,-0.0953280,0.6379485
2311,-12,-2.937705611150471,22.825255447536481,-12.8061428,0.0017355,17.3553715,-0.2485341,0.0886692,4.0000000,0.4062282,1.0122221,8.9244194,-0.2288898,0.5578529
2312,-12,-2.930248971150471,22.825255447536481,-12.8072777,0.0026446,26.4462814,-0.2474230,0.0118194,4.0000000,0.3935955,1.0122917,8.9504099,-0.3699567,0.5208435
2313,-12,-2.922792331150471,22.825255447536481,-12.8084049,0.0035537,35.5371895,-0.2453560,-0.0679978,4.0000000,0.3720866,1.0121832,8.9128704,-0.5080822,0.5316315
2314,-12,-2.915335691150471,22.825255447536481,-12.8095140,0.0044628,44.6280975,-0.2404617,-0.1488900,4.0000000,0.3404378,1.0119157,8.8159294,-0.6382179,0.5902180
2315,-12,-2.907879051150471,22.825255447536481,-12.8105984,-0.0046281,0.0000000,-0.2330504,-0.2232404,4.0000000,0.3045969,1.0115074,8.6631432,-0.7510777,0.6855557
2316,-12,-2.900422411150471,22.825255447536481,-12.8116503,-0.0037190,0.0000000,-0.2224558,-0.2946904,4.0000000,0.2609694,1.0109638,8.4586372,-0.8503501,0.8129405
2317,-12,-2.892965771150471,22.825255447536481,-12.8126602,-0.0028099,0.0000000,-0.2082409,-0.3555617,4.0000000,0.2127428,1.0103235,8.2086420,-0.9238663,0.9438084
2318,-12,-2.885509131150471,22.825255447536481,-12.8136244,-0.0018182,0.8264463,-0.1908952,-0.4099696,4.0000000,0.1575549,1.0096219,7.9259324,-0.9774942,1.0769703
2319,-12,-2.878052491150471,22.825255447536481,-12.8145361,-0.0007438,2.4793389,-0.1726207,-0.4518900,4.0000000,0.0992103,1.0088807,7.6160102,-1.0029902,1.1858588
2320,-12,-2.870595851150471,22.825255447536481,-12.8153925,0.0000826,4.9586778,-0.1530706,-0.4846899,4.0000000,0.0361418,1.0081357,7.2892070,-1.0055214,1.2701477
2321,-12,-2.863139211150471,22.825255447536481,-12.8161898,0.0007438,8.2644625,-0.1329399,-0.5034947,4.0000000,-0.0292248,1.0074151,6.9609475,-0.9777646,1.3038996
2322,-12,-2.855682571150471,22.825255447536481,-12.8169260,0.0012397,12.3966942,-0.1145868,-0.5165213,4.0000000,-0.0993025,1.0067428,6.6381731,-0.9337401,1.3198727
2323,-12,-2.848225931150471,22.825255447536481,-12.8176022,0.0017355,17.3553715,-0.0959833,-0.5176827,4.0000000,-0.1702866,1.0061255,6.3279791,-0.8650788,1.2862757
2324,-12,-2.840769291150471,22.825255447536481,-12.8182163,0.0022314,22.3140488,-0.0786445,-0.5118157,4.0000000,-0.2407116,1.0055795,6.0408173,-0.7829198,1.2259752
2325,-12,-2.833312651150471,22.825255447536481,-12.8187723,0.0028099,28.0991745,-0.0609165,-0.5008498,5.0000000,-0.3081062,1.0051146,5.7847834,-0.6935936,1.1444575
2326,-12,-2.825856011150471,22.825255447536481,-12.8192711,0.0033884,33.8842964,-0.0441480,-0.4864719,4.0000000,-0.3739248,1.0047184,5.5563078,-0.5990190,1.0525167
2327,-12,-2.818399371150471,22.825255447536481,-12.8197145,0.0039669,39.6694221,-0.0278405,-0.4701476,4.0000000,-0.4325382,1.0043932,5.3631058,-0.5077569,0.9558606
2328,-12,-2.810942731150471,22.825255447536481,-12.8201056,-0.0053719,0.0000000,-0.0135139,-0.4521160,4.0000000,-0.4835714,1.0041280,5.2012358,-0.4206606,0.8592110
2329,-12,-2.803486091150471,22.825255447536481,-12.8204460,-0.0047934,0.0000000,0.0006713,-0.4360298,4.0000000,-0.5272346,1.0039204,5.0697269,-0.3448251,0.7724211
2330,-12,-2.796029451150471,22.825255447536481,-12.8207397,-0.0042975,0.0000000,0.0126422,-0.4192174,4.0000000,-0.5590658,1.0037652,4.9679661,-0.2793690,0.6897716
2331,-12,-2.788572811150471,22.825255447536481,-12.8209896,-0.0038843,0.0000000,0.0241106,-0.4079847,4.0000000,-0.5914685,1.0036461,4.8895893,-0.2245009,0.6288834
2332,-12,-2.781116171150471,22.825255447536481,-12.8211956,-0.0035537,0.0000000,0.0343210,-0.3991903,4.0000000,-0.6175344,1.0035560,4.8304024,-0.1808462,0.5794493
2333,-12,-3.444757131150471,22.817798807536480,-12.7238913,-0.0014050,13.2231407,-0.4256226,-0.2055535,4.0000000,-0.8508421,1.0201467,11.4128389,0.4397350,1.1288543
2334,-12,-3.437300491150471,22.817798807536480,-12.7254066,0.0004132,22.3140488,-0.3498380,-0.2639868,4.0000000,-0.8705894,1.0207720,11.5856991,0.3426158,1.0918541
2335,-12,-3.429843851150471,22.817798807536480,-12.7269430,0.0022314,31.4049587,-0.2699033,-0.3206272,4.0000000,-0.8875716,1.0212682,11.7199354,0.2463172,1.0687934
2336,-12,-3.422387211150471,22.817798807536480,-12.7284946,0.0040496,40.4958687,-0.1858947,-0.3753126,4.0000000,-0.9008517,1.0216143,11.8127069,0.1502265,1.0564715
2337,-12,-3.414930571150470,22.817798807536480,-12.7300549,-0.0050413,0.0000000,-0.1095257,-0.4227705,4.0000000,-0.9114118,1.0218227,11.8673849,0.0658709,1.0580909
2338,-12,-3.407473931150470,22.817798807536480,-12.7316208,-0.0041322,0.0000000,-0.0408267,-0.4632597,4.0000000,-0.9181749,1.0219183,11.8911619,-0.0083444,1.0660745
2339,-12,-3.400017291150470,22.817798807536480,-12.7331867,-0.0024793,7.4380164,0.0165584,-0.4950999,4.0000000,-0.9213863,1.0219066,11.8870964,-0.0688135,1.0739992
2340,-12,-3.392560651150470,22.817798807536480,-12.7347498,-0.0006612,16.5289249,0.0651734,-0.5206509,4.0000000,-0.9217495,1.0218135,11.8611689,-0.1195523,1.0801769
2341,-12,-3.385104011150470,22.817798807536480,-12.7363081,0.0011570,25.6198349,0.0993837,-0.5372224,4.0000000,-0.9206224,1.0216557,11.8178749,-0.1538225,1.0805182
2342,-12,-3.377647371150470,22.817798807536480,-12.7378578,0.0029752,34.7107430,0.1230279,-0.5469511,4.0000000,-0.9174095,1.0214556,11.7629929,-0.1764926,1.0731117
2343,-12,-3.370190731150470,22.817798807536480,-12.7393999,0.0043802,43.8016510,0.1349471,-0.5497624,4.0000000,-0.9135730,1.0212365,11.7033091,-0.1859519,1.0587889
2344,-12,-3.362734091150470,22.817798807536480,-12.7409325,-0.0047107,0.0000000,0.1395143,-0.5487206,4.0000000,-0.9111860,1.0210049,11.6399870,-0.1862551,1.0423008
2345,-12,-3.355277451150470,22.817798807536480,-12.7424564,-0.0033884,4.1322312,0.1374665,-0.5440358,4.0000000,-0.9100412,1.0207853,11.5789709,-0.1780305,1.0232437
2346,-12,-3.347820811150471,22.817798807536480,-12.7439718,-0.0016529,12.3966942,0.1339963,-0.5388335,4.0000000,-0.9099389,1.0205699,11.5200338,-0.1677281,1.0052340
2347,-12,-3.340364171150471,22.817798807536480,-12.7454786,0.0001653,21.4876041,0.1291343,-0.5333703,4.0000000,-0.9105933,1.0203543,11.4613152,-0.1561472,0.9893762
2348,-12,-3.332907531150471,22.817798807536480,-12.7469769,0.0019835,30.5785122,0.1246175,-0.5292857,4.0000000,-0.9133799,1.0201517,11.4054861,-0.1451916,0.9795824
2349,-12,-3.325450891150471,22.817798807536480,-12.7484684,0.0038017,39.6694221,0.1222633,-0.5271119,4.0000000,-0.9164023,1.0199554,11.3504801,-0.1378216,0.9739545
2350,-12,-3.317994251150471,22.817798807536480,-12.7499523,0.0048760,48.7603302,0.1263328,-0.5299516,4.0000000,-0.9213313,1.0197517,11.2941885,-0.1385718,0.9773892
2351,-12,-3.310537611150471,22.817798807536480,-12.7514286,-0.0042149,0.0000000,0.1342418,-0.5357065,4.0000000,-0.9263272,1.0195299,11.2319803,-0.1450858,0.9858716
2352,-12,-3.303080971150471,22.817798807536480,-12.7528963,-0.0028099,4.9586778,0.1473385,-0.5453268,4.0000000,-0.9325966,1.0192822,11.1619339,-0.1580569,1.0014224
2353,-12,-3.295624331150471,22.817798807536480,-12.7543545,-0.0009917,14.0495872,0.1647599,-0.5569414,4.0000000,-0.9375566,1.0190094,11.0842819,-0.1763261,1.0176377
2354,-12,-3.288167691150471,22.817798807536480,-12.7558022,0.0008264,23.1404953,0.1847722,-0.5691425,4.0000000,-0.9407127,1.0187006,10.9942331,-0.1975724,1.0318197
2355,-12,-3.280711051150471,22.817798807536480,-12.7572374,0.0026446,32.2314034,0.2069785,-0.5811999,4.0000000,-0.9411337,1.0183612,10.8964310,-0.2212662,1.0413866
2356,-12,-3.273254411150471,22.817798807536480,-12.7586594,0.0040496,41.3223152,0.2290872,-0.5926043,4.0000000,-0.9407293,1.0179967,10.7889624,-0.2444792,1.0488007
2357,-12,-3.265797771150471,22.817798807536480,-12.7600670,-0.0049587,0.0000000,0.2541558,-0.6045789,4.0000000,-0.9378513,1.0176114,10.6732454,-0.2713064,1.0535030
2358,-12,-3.258341131150471,22.817798807536480,-12.7614594,-0.0040496,0.0000000,0.2723516,-0.6120789,4.0000000,-0.9318526,1.0171981,10.5481548,-0.2923051,1.0503211
2359,-12,-3.250884491150471,22.817798807536480,-12.7628336,-0.0031405,0.0000000,0.2896240,-0.6193916,4.0000000,-0.9237979,1.0167671,10.4178696,-0.3149853,1.0483783
2360,-12,-3.243427851150471,22.817798807536480,-12.7641907,-0.0015702,6.6115704,0.2948321,-0.6209852,4.0000000,-0.9126266,1.0163323,10.2824125,-0.3293437,1.0421326
2361,-12,-3.235971211150471,22.817798807536480,-12.7655287,0.0002479,15.7024794,0.2955958,-0.6211770,4.0000000,-0.8976562,1.0158997,10.1462774,-0.3446978,1.0377831
2362,-12,-3.228514571150471,22.817798807536480,-12.7668486,0.0020661,24.7933884,0.2891768,-0.6189836,4.0000000,-0.8786895,1.0154761,10.0125694,-0.3592777,1.0360656
2363,-12,-3.221057931150471,22.817798807536480,-12.7681494,0.0033884,33.8842964,0.2811055,-0.6180323,4.0000000,-0.8568950,1.0150512,9.8745451,-0.3791696,1.0441797
2364,-12,-3.213601291150471,22.817798807536480,-12.7694311,0.0042975,42.9752083,0.2628727,-0.6130092,4.0000000,-0.8303158,1.0146350,9.7381344,-0.3957026,1.0525682
2365,-12,-3.206144651150471,22.817798807536480,-12.7706928,-0.0047934,0.0000000,0.2475753,-0.6104181,4.0000000,-0.7991464,1.0142314,9.6048775,-0.4216899,1.0672243
2366,-12,-3.198688011150471,22.817798807536480,-12.7719355,-0.0038843,0.0000000,0.2308990,-0.6066487,4.0000000,-0.7643713,1.0138239,9.4676504,-0.4489262,1.0786699
2367,-12,-3.191231371150471,22.817798807536480,-12.7731562,-0.0029752,0.0000000,0.2158104,-0.6026207,4.0000000,-0.7275263,1.0134262,9.3314428,-0.4777151,1.0856110
2368,-12,-3.183774731150470,22.817798807536480,-12.7743568,-0.0015702,4.9586778,0.2063904,-0.5988298,4.0000000,-0.6869184,1.0130436,9.1985922,-0.5107412,1.0819039
2369,-12,-3.176318091150470,22.817798807536480,-12.7755356,0.0000000,11.5702477,0.2075860,-0.5991221,4.0000000,-0.6473892,1.0126408,9.0584717,-0.5508550,1.0764537
2370,-12,-3.168861451150470,22.817798807536480,-12.7766905,0.0017355,19.8347111,0.2126640,-0.5976762,4.0000000,-0.6095641,1.0122378,8.9131956,-0.5857884,1.0544597
2371,-12,-3.161404811150470,22.817798807536480,-12.7778225,0.0028926,28.9256191,0.2226004,-0.5954334,4.0000000,-0.5752035,1.0118284,8.7642651,-0.6156632,1.0187829
2372,-12,-3.153948171150470,22.817798807536480,-12.7789278,0.0038017,38.0165291,0.2371644,-0.5919060,4.0000000,-0.5455309,1.0114045,8.6089134,-0.6382812,0.9676530
2373,-12,-3.146491531150470,22.817798807536480,-12.7800074,-0.0052893,0.0000000,0.2535824,-0.5873031,4.0000000,-0.5238324,1.0109786,8.4469843,-0.6507737,0.9082201
2374,-12,-3.139034891150470,22.817798807536480,-12.7810593,-0.0043802,0.0000000,0.2684159,-0.5797139,4.0000000,-0.5078623,1.0105422,8.2791567,-0.6515655,0.8385121
2375,-12,-3.131578251150470,22.817798807536480,-12.7820835,-0.0034711,0.0000000,0.2812287,-0.5703137,4.0000000,-0.5019002,1.0100965,8.1041775,-0.6387272,0.7657056
2376,-12,-3.124121611150471,22.817798807536480,-12.7830782,-0.0025620,0.0000000,0.2838528,-0.5545347,4.0000000,-0.5024400,1.0096450,7.9221182,-0.6066294,0.6860440
2377,-12,-3.116664971150471,22.817798807536480,-12.7840443,-0.0016529,0.0000000,0.2762431,-0.5335922,4.0000000,-0.5082896,1.0091958,7.7363539,-0.5588948,0.6073152
2378,-12,-3.109208331150471,22.817798807536480,-12.7849827,-0.0004959,2.4793389,0.2573189,-0.5084570,4.0000000,-0.5192032,1.0087473,7.5480351,-0.4977109,0.5383530
2379,-12,-3.101751691150471,22.817798807536480,-12.7858934,0.0004132,7.4380164,0.2239321,-0.4767361,4.0000000,-0.5311207,1.0083119,7.3562460,-0.4223515,0.4785853
2380,-12,-3.094295051150471,22.817798807536480,-12.7867794,0.0014050,14.8760328,0.1768375,-0.4386659,4.0000000,-0.5412313,1.0078976,7.1706800,-0.3361006,0.4322786
2381,-12,-3.086838411150471,22.817798807536480,-12.7876415,0.0023967,23.9669418,0.1177949,-0.3940284,4.0000000,-0.5460894,1.0074992,6.9883075,-0.2419674,0.4008369
2382,-12,-3.079381771150471,22.817798807536480,-12.7884827,0.0033058,33.0578499,0.0492558,-0.3432918,4.0000000,-0.5451794,1.0071350,6.8146858,-0.1414043,0.3876890
2383,-12,-3.071925131150471,22.817798807536480,-12.7893066,0.0042149,42.1487617,-0.0264250,-0.2842760,4.0000000,-0.5333768,1.0068147,6.6599956,-0.0351752,0.3903950
2384,-12,-3.064468491150471,22.817798807536480,-12.7901163,-0.0048760,0.0000000,-0.1013065,-0.2218463,4.0000000,-0.5099949,1.0065447,6.5253630,0.0663023,0.4134321
2385,-12,-3.057011851150471,22.817798807536480,-12.7909174,-0.0039669,0.0000000,-0.1744284,-0.1530797,4.0000000,-0.4739861,1.0063345,6.4181209,0.1678266,0.4564163
2386,-12,-3.049555211150471,22.817798807536480,-12.7917137,-0.0030579,0.0000000,-0.2386425,-0.0794578,4.0000000,-0.4224707,1.0061933,6.3439517,0.2635551,0.5164310
2387,-12,-3.042098571150471,22.817798807536480,-12.7925110,-0.0021488,0.0000000,-0.2913313,-0.0051093,4.0000000,-0.3590698,1.0061312,6.3125057,0.3488513,0.5972264
2388,-12,-3.034641931150471,22.817798807536480,-12.7933140,-0.0012397,0.0000000,-0.3277412,0.0674874,4.0000000,-0.2821701,1.0061530,6.3230243,0.4171449,0.6891850
2389,-12,-3.027185291150471,22.817798807536480,-12.7941284,-0.0005785,0.0000000,-0.3473236,0.1404984,4.0000000,-0.1936802,1.0062631,6.3769388,0.4746770,0.7906833
2390,-12,-3.019728651150471,22.817798807536480,-12.7949591,-0.0001653,0.0000000,-0.3498598,0.2095111,4.0000000,-0.0961841,1.0064669,6.4810176,0.5152063,0.8946893
2391,-12,-3.012272011150471,22.817798807536480,-12.7958107,0.0009091,9.0909090,-0.3378313,0.2730575,4.0000000,0.0039725,1.0067614,6.6274519,0.5421424,0.9963557
2392,-12,-3.004815371150471,22.817798807536480,-12.7966871,0.0018182,18.1818180,-0.3146949,0.3284267,4.0000000,0.1054944,1.0071510,6.8154364,0.5513591,1.0871283
2393,-12,-2.997358731150471,22.817798807536480,-12.7975931,0.0027273,27.2727280,-0.2827151,0.3731775,3.0000000,0.2050562,1.0076264,7.0402684,0.5412988,1.1531006
2394,-12,-2.989902091150471,22.817798807536480,-12.7985296,0.0036364,36.3636360,-0.2512833,0.4032285,4.0000000,0.2966112,1.0081587,7.2839541,0.5098459,1.1880882
2395,-12,-2.982445451150471,22.817798807536480,-12.7994976,0.0045455,45.4545441,-0.2231749,0.4179017,4.0000000,0.3763824,1.0087447,7.5432420,0.4594211,1.1842276
2396,-12,-2.974988811150471,22.817798807536480,-12.8004980,-0.0045455,0.0000000,-0.2021476,0.4162844,4.0000000,0.4448967,1.0093541,7.8016610,0.3876721,1.1400392
2397,-12,-2.967532171150471,22.817798807536480,-12.8015289,-0.0036364,0.0000000,-0.1892238,0.4006632,4.0000000,0.5000479,1.0099398,8.0435848,0.3012784,1.0650871
2398,-12,-2.960075531150471,22.817798807536480,-12.8025856,-0.0027273,0.0000000,-0.1877092,0.3699116,4.0000000,0.5393946,1.0104905,8.2666788,0.2004286,0.9676632
2399,-12,-2.952618891150470,22.817798807536480,-12.8036652,-0.0015702,2.4793389,-0.1991616,0.3219196,4.0000000,0.5649443,1.0109723,8.4554024,0.0788949,0.8564021
2400,-12,-2.945162251150471,22.817798807536480,-12.8047609,-0.0001653,7.4380164,-0.2200630,0.2623159,4.0000000,0.5787166,1.0113378,8.5950937,-0.0540848,0.7563607
2401,-12,-2.937705611150471,22.817798807536480,-12.8058662,0.0014876,14.8760328,-0.2453708,0.1950050,4.0000000,0.5794237,1.0115751,8.6863747,-0.1894138,0.6805587
2402,-12,-2.930248971150471,22.817798807536480,-12.8069735,0.0023967,23.9669418,-0.2749231,0.1182756,4.0000000,0.5689135,1.0116692,8.7229185,-0.3323623,0.6399814
2403,-12,-2.922792331150471,22.817798807536480,-12.8080740,0.0033058,33.0578499,-0.3027622,0.0376811,4.0000000,0.5473088,1.0115927,8.6957073,-0.4719466,0.6421397
2404,-12,-2.915335691150471,22.817798807536480,-12.8091583,0.0042149,42.1487617,-0.3262376,-0.0425056,4.0000000,0.5166347,1.0113657,8.6108284,-0.6016459,0.6882176
2405,-12,-2.907879051150471,22.817798807536480,-12.8102207,-0.0048760,0.0000000,-0.3436897,-0.1199291,4.0000000,0.4774630,1.0109963,8.4708500,-0.7173211,0.7719398
2406,-12,-2.900422411150471,22.817798807536480,-12.8112497,-0.0039669,0.0000000,-0.3551978,-0.1939249,4.0000000,0.4301451,1.0104938,8.2767086,-0.8179948,0.8872646
2407,-12,-2.892965771150471,22.817798807536480,-12.8122406,-0.0030579,0.0000000,-0.3560833,-0.2577681,4.0000000,0.3754933,1.0098978,8.0384302,-0.8910297,1.0041173
2408,-12,-2.885509131150471,22.817798807536480,-12.8131857,-0.0021488,0.0000000,-0.3503166,-0.3151266,4.0000000,0.3129943,1.0092384,7.7679901,-0.9432476,1.1241187
2409,-12,-2.878052491150471,22.817798807536480,-12.8140812,-0.0011570,0.8264463,-0.3369524,-0.3623917,4.0000000,0.2441537,1.0085391,7.4687171,-0.9689370,1.2254379
2410,-12,-2.870595851150471,22.817798807536480,-12.8149204,-0.0003306,2.4793389,-0.3189348,-0.3988418,4.0000000,0.1700231,1.0078316,7.1527443,-0.9677067,1.3001063
2411,-12,-2.863139211150471,22.817798807536480,-12.8157024,0.0003306,4.9586778,-0.2945282,-0.4217935,4.0000000,0.0924148,1.0071462,6.8341293,-0.9360018,1.3256903
2412,-12,-2.855682571150471,22.817798807536480,-12.8164244,0.0008264,8.2644625,-0.2699013,-0.4387387,4.0000000,0.0085033,1.0065060,6.5218024,-0.8859807,1.3338364
2413,-12,-2.848225931150471,22.817798807536480,-12.8170872,0.0012397,12.3966942,-0.2431660,-0.4438539,4.0000000,-0.0750209,1.0059195,6.2205782,-0.8126870,1.2969459
2414,-12,-2.840769291150471,22.817798807536480,-12.8176889,0.0016529,16.5289249,-0.2172147,-0.4424569,4.0000000,-0.1576268,1.0053998,5.9424872,-0.7272870,1.2385092
2415,-12,-2.833312651150471,22.817798807536480,-12.8182335,0.0021488,21.4876041,-0.1895780,-0.4335515,5.0000000,-0.2366466,1.0049577,5.6952691,-0.6304564,1.1502094
2416,-12,-2.825856011150471,22.817798807536480,-12.8187199,0.0026446,26.4462814,-0.1628865,-0.4219912,4.0000000,-0.3119749,1.0045854,5.4780416,-0.5320075,1.0555466
2417,-12,-2.818399371150471,22.817798807536480,-12.8191528,0.0031405,31.4049587,-0.1358320,-0.4077640,4.0000000,-0.3808758,1.0042866,5.2971005,-0.4346522,0.9525548
2418,-12,-2.810942731150471,22.817798807536480,-12.8195343,0.0037190,37.1900826,-0.1121528,-0.3920931,4.0000000,-0.4412223,1.0040441,5.1451139,-0.3429639,0.8535599
2419,-12,-2.803486091150471,22.817798807536480,-12.8198662,0.0042975,42.9752083,-0.0901648,-0.3769240,4.0000000,-0.4904620,1.0038538,5.0263700,-0.2633860,0.7615923
2420,-12,-2.796029451150471,22.817798807536480,-12.8201513,-0.0052066,0.0000000,-0.0694325,-0.3629856,4.0000000,-0.5294123,1.0037146,4.9348130,-0.1965589,0.6776953
2421,-12,-2.788572811150471,22.817798807536480,-12.8203926,-0.0047934,0.0000000,-0.0514333,-0.3522084,4.0000000,-0.5636370,1.0036156,4.8684196,-0.1407798,0.6099869
2422,-12,-2.781116171150471,22.817798807536480,-12.8205929,-0.0044628,0.0000000,-0.0350355,-0.3446006,4.0000000,-0.5923888,1.0035449,4.8218322,-0.0968125,0.5553200
2423,-12,-3.444757131150471,22.810342167536479,-12.7239265,-0.0014050,13.2231407,-0.4107396,-0.2021000,5.0000000,-0.8555122,1.0203611,11.4730024,0.4513122,1.0916160
2424,-12,-3.437300491150471,22.810342167536479,-12.7254515,0.0004132,22.3140488,-0.3368495,-0.2605175,5.0000000,-0.8758049,1.0209777,11.6416454,0.3547698,1.0569328
2425,-12,-3.429843851150471,22.810342167536479,-12.7269974,0.0022314,31.4049587,-0.2597057,-0.3166715,4.0000000,-0.8931010,1.0214639,11.7716560,0.2597581,1.0368814
2426,-12,-3.422387211150471,22.810342167536479,-12.7285576,0.0040496,40.4958687,-0.1776973,-0.3713423,4.0000000,-0.9065837,1.0217990,11.8632460,0.1638990,1.0270855
2427,-12,-3.414930571150470,22.810342167536479,-12.7301273,-0.0050413,0.0000000,-0.1037154,-0.4195006,4.0000000,-0.9185324,1.0219958,11.9131250,0.0795313,1.0349624
2428,-12,-3.407473931150470,22.810342167536479,-12.7317009,-0.0041322,0.0000000,-0.0362218,-0.4606944,4.0000000,-0.9261668,1.0220789,11.9343100,0.0047781,1.0473804
2429,-12,-3.400017291150470,22.810342167536479,-12.7332764,-0.0023967,8.2644625,0.0211080,-0.4944158,4.0000000,-0.9313557,1.0220579,11.9279032,-0.0574760,1.0630158
2430,-12,-3.392560651150470,22.810342167536479,-12.7348480,-0.0005785,17.3553715,0.0718480,-0.5228164,4.0000000,-0.9342357,1.0219457,11.8964748,-0.1113971,1.0774914
2431,-12,-3.385104011150470,22.810342167536479,-12.7364140,0.0012397,26.4462814,0.1064013,-0.5405988,4.0000000,-0.9339120,1.0217692,11.8481483,-0.1472856,1.0830458
2432,-12,-3.377647371150470,22.810342167536479,-12.7379723,0.0030579,35.5371895,0.1321305,-0.5527293,4.0000000,-0.9322398,1.0215451,11.7873735,-0.1732189,1.0828627
2433,-12,-3.370190731150470,22.810342167536479,-12.7395210,0.0044628,44.6280975,0.1482077,-0.5589116,4.0000000,-0.9298351,1.0212995,11.7210150,-0.1879882,1.0758352
2434,-12,-3.362734091150470,22.810342167536479,-12.7410603,-0.0046281,0.0000000,0.1565000,-0.5600973,4.0000000,-0.9269645,1.0210388,11.6486158,-0.1932301,1.0616271
2435,-12,-3.355277451150470,22.810342167536479,-12.7425890,-0.0033058,4.1322312,0.1590419,-0.5576677,4.0000000,-0.9242411,1.0207782,11.5775948,-0.1910944,1.0425636
2436,-12,-3.347820811150471,22.810342167536479,-12.7441082,-0.0014876,13.2231407,0.1569980,-0.5530574,4.0000000,-0.9223561,1.0205171,11.5060339,-0.1837587,1.0232071
2437,-12,-3.340364171150471,22.810342167536479,-12.7456169,0.0003306,22.3140488,0.1546915,-0.5493479,4.0000000,-0.9225180,1.0202649,11.4366522,-0.1761779,1.0091517
2438,-12,-3.332907531150471,22.810342167536479,-12.7471170,0.0021488,31.4049587,0.1499557,-0.5442100,4.0000000,-0.9213015,1.0200276,11.3692646,-0.1671185,0.9937121
2439,-12,-3.325450891150471,22.810342167536479,-12.7486076,0.0039669,40.4958687,0.1488517,-0.5421636,4.0000000,-0.9213586,1.0197822,11.3021021,-0.1629685,0.9851755
2440,-12,-3.317994251150471,22.810342167536479,-12.7500887,-0.0050413,0.0000000,0.1490962,-0.5420229,4.0000000,-0.9223211,1.0195378,11.2341118,-0.1617248,0.9827113
2441,-12,-3.310537611150471,22.810342167536479,-12.7515612,-0.0041322,0.0000000,0.1531392,-0.5450134,4.0000000,-0.9239821,1.0192891,11.1619978,-0.1660445,0.9866490
2442,-12,-3.303080971150471,22.810342167536479,-12.7530241,-0.0027273,4.9586778,0.1598106,-0.5490263,4.0000000,-0.9234088,1.0190219,11.0864000,-0.1746437,0.9895322
2443,-12,-3.295624331150471,22.810342167536479,-12.7544765,-0.0009091,14.0495872,0.1700808,-0.5550053,4.0000000,-0.9226186,1.0187339,11.0032606,-0.1873920,0.9939646
2444,-12,-3.288167691150471,22.810342167536479,-12.7559175,0.0009091,23.1404953,0.1817569,-0.5608118,4.0000000,-0.9199290,1.0184234,10.9136314,-0.2016945,0.9945526
2445,-12,-3.280711051150471,22.810342167536479,-12.7573462,0.0027273,32.2314034,0.1967344,-0.5676200,4.0000000,-0.9162902,1.0181011,10.8192539,-0.2189500,0.9930225
2446,-12,-3.273254411150471,22.810342167536479,-12.7587624,0.0041322,41.3223152,0.2105741,-0.5725783,4.0000000,-0.9105510,1.0177590,10.7167463,-0.2346057,0.9849690
2447,-12,-3.265797771150471,22.810342167536479,-12.7601643,-0.0049587,0.0000000,0.2245654,-0.5768558,4.0000000,-0.9033310,1.0174006,10.6098204,-0.2503806,0.9732995
2448,-12,-3.258341131150471,22.810342167536479,-12.7615519,-0.0040496,0.0000000,0.2339807,-0.5785097,4.0000000,-0.8954840,1.0170300,10.4980001,-0.2615354,0.9585848
2449,-12,-3.250884491150471,22.810342167536479,-12.7629242,-0.0031405,0.0000000,0.2428020,-0.5799677,4.0000000,-0.8852324,1.0166571,10.3828421,-0.2747030,0.9440330
2450,-12,-3.243427851150471,22.810342167536479,-12.7642813,-0.0014876,7.4380164,0.2433880,-0.5783004,4.0000000,-0.8738844,1.0162799,10.2666721,-0.2827164,0.9317186
2451,-12,-3.235971211150471,22.810342167536479,-12.7656221,0.0003306,16.5289249,0.2396699,-0.5754794,4.0000000,-0.8589125,1.0159070,10.1481009,-0.2920463,0.9227574
2452,-12,-3.228514571150471,22.810342167536479,-12.7669477,0.0021488,25.6198349,0.2304439,-0.5719325,4.0000000,-0.8421174,1.0155369,10.0316992,-0.3017476,0.9220767
